date,state,district,pincode,total_enrolments
2025-09-27,Tamil Nadu,Chennai,600015,4
2025-09-27,Tamil Nadu,Chennai,600001,3
2025-09-27,Tamil Nadu,Chennai,600078,3
2025-09-27,Tamil Nadu,Chennai,600042,1
2025-09-27,Tamil Nadu,Chennai,600013,1
2025-09-27,Tamil Nadu,Chennai,600006,1
2025-09-27,Tamil Nadu,Chennai,600003,1
2025-09-27,Tamil Nadu,Chennai,600028,1
2025-09-27,Tamil Nadu,Chennai,600004,2
2025-09-27,Tamil Nadu,Chennai,600113,2
2025-09-27,Tamil Nadu,Chennai,600041,1
2025-09-27,Tamil Nadu,Chennai,600040,1
2025-09-27,Tamil Nadu,Chennai,600029,2
2025-09-27,Tamil Nadu,Chennai,600014,1
2025-09-27,Tamil Nadu,Chennai,600012,1
2025-09-27,Tamil Nadu,Chennai,600021,2
2025-09-27,Tamil Nadu,Chennai,600011,1
2025-09-27,Tamil Nadu,Chennai,600010,2
2025-09-27,Tamil Nadu,Chennai,600112,1
2025-09-27,Tamil Nadu,Chennai,600119,2
2025-09-27,Tamil Nadu,Chennai,600118,1
2025-09-27,Tamil Nadu,Chennai,600094,1
2025-09-27,Tamil Nadu,Chennai,600034,1
2025-09-27,Tamil Nadu,Chennai,600023,2
2025-09-27,Tamil Nadu,Chennai,600106,1
2025-09-27,Tamil Nadu,Chennai,600100,4
2025-09-27,Tamil Nadu,Chennai,600092,2
2025-09-27,Tamil Nadu,Chennai,600039,7
2025-09-27,Tamil Nadu,Chennai,600081,2
2025-09-27,Tamil Nadu,Chennai,600024,2
2025-09-28,Tamil Nadu,Chennai,600026,1
2025-09-28,Tamil Nadu,Chennai,600001,1
2025-09-28,Tamil Nadu,Chennai,600100,1
2025-09-29,Tamil Nadu,Chennai,600085,1
2025-09-29,Tamil Nadu,Chennai,600093,1
2025-09-29,Tamil Nadu,Chennai,600086,1
2025-09-29,Tamil Nadu,Chennai,600012,1
2025-09-29,Tamil Nadu,Chennai,600032,2
2025-09-29,Tamil Nadu,Chennai,600001,1
2025-09-29,Tamil Nadu,Chennai,600042,1
2025-09-29,Tamil Nadu,Chennai,600100,2
2025-09-29,Tamil Nadu,Chennai,600112,1
2025-09-29,Tamil Nadu,Chennai,600015,1
2025-09-29,Tamil Nadu,Chennai,600023,1
2025-09-29,Tamil Nadu,Chennai,600095,1
2025-09-29,Tamil Nadu,Chennai,600094,2
2025-09-30,Tamil Nadu,Chennai,600106,1
2025-09-30,Tamil Nadu,Chennai,600097,1
2025-09-30,Tamil Nadu,Chennai,600094,1
2025-09-30,Tamil Nadu,Chennai,600012,2
2025-09-30,Tamil Nadu,Chennai,600091,1
2025-09-30,Tamil Nadu,Chennai,600126,1
2025-09-30,Tamil Nadu,Chennai,600003,1
2025-09-30,Tamil Nadu,Chennai,600035,1
2025-10-13,Tamil Nadu,Chennai,600008,4
2025-10-13,Tamil Nadu,Chennai,600012,13
2025-10-13,Tamil Nadu,Chennai,600001,7
2025-10-13,Tamil Nadu,Chennai,600030,3
2025-10-13,Tamil Nadu,Chennai,600028,2
2025-10-13,Tamil Nadu,Chennai,600119,2
2025-10-13,Tamil Nadu,Chennai,600107,1
2025-10-13,Tamil Nadu,Chennai,600094,3
2025-10-13,Tamil Nadu,Chennai,600084,2
2025-10-13,Tamil Nadu,Chennai,600031,3
2025-10-13,Tamil Nadu,Chennai,600081,4
2025-10-13,Tamil Nadu,Chennai,600077,1
2025-10-13,Tamil Nadu,Chennai,600040,4
2025-10-13,Tamil Nadu,Chennai,600033,2
2025-10-13,Tamil Nadu,Chennai,600032,5
2025-10-13,Tamil Nadu,Chennai,600023,5
2025-10-13,Tamil Nadu,Chennai,600017,3
2025-10-13,Tamil Nadu,Chennai,600078,3
2025-10-13,Tamil Nadu,Chennai,600034,1
2025-10-13,Tamil Nadu,Chennai,600042,10
2025-10-13,Tamil Nadu,Chennai,600061,3
2025-10-13,Tamil Nadu,Chennai,600007,2
2025-10-13,Tamil Nadu,Chennai,600009,2
2025-10-13,Tamil Nadu,Chennai,600010,7
2025-10-13,Tamil Nadu,Chennai,600020,3
2025-10-13,Tamil Nadu,Chennai,600021,11
2025-10-13,Tamil Nadu,Chennai,600024,2
2025-10-13,Tamil Nadu,Chennai,600096,3
2025-10-13,Tamil Nadu,Chennai,600112,2
2025-10-13,Tamil Nadu,Chennai,600118,8
2025-10-13,Tamil Nadu,Chennai,600011,4
2025-10-13,Tamil Nadu,Chennai,600115,1
2025-10-13,Tamil Nadu,Chennai,600106,4
2025-10-13,Tamil Nadu,Chennai,600093,1
2025-10-13,Tamil Nadu,Chennai,600090,3
2025-10-13,Tamil Nadu,Chennai,600082,5
2025-10-13,Tamil Nadu,Chennai,600013,5
2025-10-13,Tamil Nadu,Chennai,600005,2
2025-10-13,Tamil Nadu,Chennai,600006,2
2025-10-13,Tamil Nadu,Chennai,600014,6
2025-10-13,Tamil Nadu,Chennai,600092,5
2025-10-13,Tamil Nadu,Chennai,600089,1
2025-10-13,Tamil Nadu,Chennai,600083,2
2025-10-13,Tamil Nadu,Chennai,600041,7
2025-10-13,Tamil Nadu,Chennai,600026,5
2025-10-13,Tamil Nadu,Chennai,600004,3
2025-10-13,Tamil Nadu,Chennai,600002,3
2025-10-13,Tamil Nadu,Chennai,600129,3
2025-10-13,Tamil Nadu,Chennai,600085,3
2025-10-13,Tamil Nadu,Chennai,600113,4
2025-10-13,Tamil Nadu,Chennai,600116,2
2025-10-13,Tamil Nadu,Chennai,600102,2
2025-10-13,Tamil Nadu,Chennai,600100,5
2025-10-13,Tamil Nadu,Chennai,600091,3
2025-10-13,Tamil Nadu,Chennai,600088,1
2025-10-13,Tamil Nadu,Chennai,600039,10
2025-10-13,Tamil Nadu,Chennai,600018,2
2025-10-13,Tamil Nadu,Chennai,600015,6
2025-10-15,Tamil Nadu,Chennai,600021,3
2025-10-15,Tamil Nadu,Chennai,600013,1
2025-10-15,Tamil Nadu,Chennai,600012,13
2025-10-15,Tamil Nadu,Chennai,600005,2
2025-10-15,Tamil Nadu,Chennai,600004,2
2025-10-15,Tamil Nadu,Chennai,600011,4
2025-10-15,Tamil Nadu,Chennai,600090,1
2025-10-15,Tamil Nadu,Chennai,600106,1
2025-10-15,Tamil Nadu,Chennai,600024,3
2025-10-15,Tamil Nadu,Chennai,600086,2
2025-10-15,Tamil Nadu,Chennai,600078,2
2025-10-15,Tamil Nadu,Chennai,600040,4
2025-10-15,Tamil Nadu,Chennai,600039,6
2025-10-15,Tamil Nadu,Chennai,600017,1
2025-10-15,Tamil Nadu,Chennai,600001,8
2025-10-15,Tamil Nadu,Chennai,600113,2
2025-10-15,Tamil Nadu,Chennai,600028,1
2025-10-15,Tamil Nadu,Chennai,600089,1
2025-10-15,Tamil Nadu,Chennai,600049,3
2025-10-15,Tamil Nadu,Chennai,600014,1
2025-10-15,Tamil Nadu,Chennai,600035,1
2025-10-15,Tamil Nadu,Chennai,600041,3
2025-10-15,Tamil Nadu,Chennai,600020,1
2025-10-15,Tamil Nadu,Chennai,600026,2
2025-10-15,Tamil Nadu,Chennai,600042,3
2025-10-15,Tamil Nadu,Chennai,600081,6
2025-10-15,Tamil Nadu,Chennai,600082,4
2025-10-15,Tamil Nadu,Chennai,600032,1
2025-10-15,Tamil Nadu,Chennai,600097,1
2025-10-15,Tamil Nadu,Chennai,600116,1
2025-10-15,Tamil Nadu,Chennai,600119,2
2025-10-15,Tamil Nadu,Chennai,600003,2
2025-10-15,Tamil Nadu,Chennai,600006,1
2025-10-15,Tamil Nadu,Chennai,600129,2
2025-10-15,Tamil Nadu,Chennai,600118,6
2025-10-15,Tamil Nadu,Chennai,600100,3
2025-10-15,Tamil Nadu,Chennai,600088,1
2025-10-15,Tamil Nadu,Chennai,600115,1
2025-10-15,Tamil Nadu,Chennai,600002,1
2025-10-15,Tamil Nadu,Chennai,600010,2
2025-10-15,Tamil Nadu,Chennai,600009,1
2025-10-15,Tamil Nadu,Chennai,600030,1
2025-10-15,Tamil Nadu,Chennai,600034,1
2025-10-15,Tamil Nadu,Chennai,600091,4
2025-10-15,Tamil Nadu,Chennai,600094,4
2025-10-15,Tamil Nadu,Chennai,600102,1
2025-10-16,Tamil Nadu,Chennai,600030,1
2025-10-16,Tamil Nadu,Chennai,600028,2
2025-10-16,Tamil Nadu,Chennai,600078,5
2025-10-16,Tamil Nadu,Chennai,600092,3
2025-10-16,Tamil Nadu,Chennai,600042,4
2025-10-16,Tamil Nadu,Chennai,600029,2
2025-10-16,Tamil Nadu,Chennai,600026,1
2025-10-16,Tamil Nadu,Chennai,600024,1
2025-10-16,Tamil Nadu,Chennai,600014,2
2025-10-16,Tamil Nadu,Chennai,600002,1
2025-10-16,Tamil Nadu,Chennai,600010,2
2025-10-16,Tamil Nadu,Chennai,600023,1
2025-10-16,Tamil Nadu,Chennai,600083,1
2025-10-16,Tamil Nadu,Chennai,600091,1
2025-10-16,Tamil Nadu,Chennai,600094,1
2025-10-16,Tamil Nadu,Chennai,600081,2
2025-10-16,Tamil Nadu,Chennai,600119,2
2025-10-16,Tamil Nadu,Chennai,600011,2
2025-10-16,Tamil Nadu,Chennai,600020,1
2025-10-16,Tamil Nadu,Chennai,600004,3
2025-10-16,Tamil Nadu,Chennai,600013,1
2025-10-16,Tamil Nadu,Chennai,600005,3
2025-10-16,Tamil Nadu,Chennai,600017,2
2025-10-16,Tamil Nadu,Chennai,600012,5
2025-10-16,Tamil Nadu,Chennai,600021,3
2025-10-16,Tamil Nadu,Chennai,600032,1
2025-10-16,Tamil Nadu,Chennai,600041,3
2025-10-16,Tamil Nadu,Chennai,600085,1
2025-10-16,Tamil Nadu,Chennai,600018,1
2025-10-16,Tamil Nadu,Chennai,600033,1
2025-10-16,Tamil Nadu,Chennai,600040,1
2025-10-16,Tamil Nadu,Chennai,600049,3
2025-10-16,Tamil Nadu,Chennai,600118,1
2025-10-16,Tamil Nadu,Chennai,600082,1
2025-10-16,Tamil Nadu,Chennai,600100,3
2025-10-16,Tamil Nadu,Chennai,600106,1
2025-10-16,Tamil Nadu,Chennai,600107,1
2025-10-16,Tamil Nadu,Chennai,600039,4
2025-10-17,Tamil Nadu,Chennai,600012,11
2025-10-17,Tamil Nadu,Chennai,600118,11
2025-10-17,Tamil Nadu,Chennai,600083,8
2025-10-17,Tamil Nadu,Chennai,600082,8
2025-10-17,Tamil Nadu,Chennai,600003,2
2025-10-17,Tamil Nadu,Chennai,600006,2
2025-10-17,Tamil Nadu,Chennai,600007,2
2025-10-17,Tamil Nadu,Chennai,600013,4
2025-10-17,Tamil Nadu,Chennai,600102,1
2025-10-17,Tamil Nadu,Chennai,600018,2
2025-10-17,Tamil Nadu,Chennai,600002,6
2025-10-17,Tamil Nadu,Chennai,600005,6
2025-10-17,Tamil Nadu,Chennai,600008,1
2025-10-17,Tamil Nadu,Chennai,600019,1
2025-10-17,Tamil Nadu,Chennai,600001,10
2025-10-17,Tamil Nadu,Chennai,600010,4
2025-10-17,Tamil Nadu,Chennai,600014,3
2025-10-17,Tamil Nadu,Chennai,600015,3
2025-10-17,Tamil Nadu,Chennai,600034,4
2025-10-17,Tamil Nadu,Chennai,600042,12
2025-10-17,Tamil Nadu,Chennai,600092,4
2025-10-17,Tamil Nadu,Chennai,600093,5
2025-10-17,Tamil Nadu,Chennai,600094,4
2025-10-17,Tamil Nadu,Chennai,600099,1
2025-10-17,Tamil Nadu,Chennai,600041,5
2025-10-17,Tamil Nadu,Chennai,600100,6
2025-10-17,Tamil Nadu,Chennai,600117,1
2025-10-17,Tamil Nadu,Chennai,600078,14
2025-10-17,Tamil Nadu,Chennai,600113,2
2025-10-17,Tamil Nadu,Chennai,600097,1
2025-10-17,Tamil Nadu,Chennai,600090,2
2025-10-17,Tamil Nadu,Chennai,600085,3
2025-10-17,Tamil Nadu,Chennai,600115,4
2025-10-17,Tamil Nadu,Chennai,600112,1
2025-10-17,Tamil Nadu,Chennai,600049,3
2025-10-17,Tamil Nadu,Chennai,600039,16
2025-10-17,Tamil Nadu,Chennai,600033,5
2025-10-17,Tamil Nadu,Chennai,600026,3
2025-10-17,Tamil Nadu,Chennai,600021,14
2025-10-17,Tamil Nadu,Chennai,600017,7
2025-10-17,Tamil Nadu,Chennai,600125,1
2025-10-17,Tamil Nadu,Chennai,600038,1
2025-10-17,Tamil Nadu,Chennai,600029,1
2025-10-17,Tamil Nadu,Chennai,600058,1
2025-10-17,Tamil Nadu,Chennai,600119,4
2025-10-17,Tamil Nadu,Chennai,600081,12
2025-10-17,Tamil Nadu,Chennai,600091,2
2025-10-17,Tamil Nadu,Chennai,600106,6
2025-10-17,Tamil Nadu,Chennai,600032,3
2025-10-17,Tamil Nadu,Chennai,600024,4
2025-10-17,Tamil Nadu,Chennai,600030,3
2025-10-17,Tamil Nadu,Chennai,600011,8
2025-10-17,Tamil Nadu,Chennai,600020,2
2025-10-17,Tamil Nadu,Chennai,600023,8
2025-10-17,Tamil Nadu,Chennai,600028,3
2025-10-17,Tamil Nadu,Chennai,600107,4
2025-10-17,Tamil Nadu,Chennai,600116,2
2025-10-17,Tamil Nadu,Chennai,600004,8
2025-10-18,Tamil Nadu,Chennai,600100,1
2025-10-18,Tamil Nadu,Chennai,600097,1
2025-10-18,Tamil Nadu,Chennai,600039,8
2025-10-18,Tamil Nadu,Chennai,600129,2
2025-10-18,Tamil Nadu,Chennai,600089,1
2025-10-18,Tamil Nadu,Chennai,600091,2
2025-10-18,Tamil Nadu,Chennai,600113,3
2025-10-18,Tamil Nadu,Chennai,600118,2
2025-10-18,Tamil Nadu,Chennai,600115,1
2025-10-18,Tamil Nadu,Chennai,600090,1
2025-10-18,Tamil Nadu,Chennai,600081,3
2025-10-18,Tamil Nadu,Chennai,600053,1
2025-10-18,Tamil Nadu,Chennai,600041,4
2025-10-18,Tamil Nadu,Chennai,600040,2
2025-10-18,Tamil Nadu,Chennai,600024,3
2025-10-18,Tamil Nadu,Chennai,600049,1
2025-10-18,Tamil Nadu,Chennai,600007,1
2025-10-18,Tamil Nadu,Chennai,600035,1
2025-10-18,Tamil Nadu,Chennai,600028,1
2025-10-18,Tamil Nadu,Chennai,600026,2
2025-10-18,Tamil Nadu,Chennai,600005,3
2025-10-18,Tamil Nadu,Chennai,600010,3
2025-10-18,Tamil Nadu,Chennai,600018,1
2025-10-18,Tamil Nadu,Chennai,600021,6
2025-10-18,Tamil Nadu,Chennai,600078,2
2025-10-18,Tamil Nadu,Chennai,600083,1
2025-10-18,Tamil Nadu,Chennai,600119,4
2025-10-18,Tamil Nadu,Chennai,600011,4
2025-10-18,Tamil Nadu,Chennai,600034,1
2025-10-18,Tamil Nadu,Chennai,600042,3
2025-10-18,Tamil Nadu,Chennai,600023,3
2025-10-18,Tamil Nadu,Chennai,600031,2
2025-10-18,Tamil Nadu,Chennai,600020,1
2025-10-18,Tamil Nadu,Chennai,600015,3
2025-10-18,Tamil Nadu,Chennai,600014,2
2025-10-18,Tamil Nadu,Chennai,600012,6
2025-10-18,Tamil Nadu,Chennai,600107,2
2025-10-18,Tamil Nadu,Chennai,600032,1
2025-10-18,Tamil Nadu,Chennai,600096,1
2025-10-18,Tamil Nadu,Chennai,600094,1
2025-10-18,Tamil Nadu,Chennai,600092,2
2025-10-18,Tamil Nadu,Chennai,600102,1
2025-10-18,Tamil Nadu,Chennai,600002,6
2025-10-18,Tamil Nadu,Chennai,600004,4
2025-10-18,Tamil Nadu,Chennai,600006,1
2025-10-18,Tamil Nadu,Chennai,600030,1
2025-10-18,Tamil Nadu,Chennai,600082,4
2025-10-18,Tamil Nadu,Chennai,600013,2
2025-10-18,Tamil Nadu,Chennai,600017,1
2025-10-19,Tamil Nadu,Chennai,600010,2
2025-10-19,Tamil Nadu,Chennai,600080,1
2025-10-19,Tamil Nadu,Chennai,600106,7
2025-10-19,Tamil Nadu,Chennai,600116,1
2025-10-19,Tamil Nadu,Chennai,600093,1
2025-10-19,Tamil Nadu,Chennai,600008,1
2025-10-19,Tamil Nadu,Chennai,600001,3
2025-10-19,Tamil Nadu,Chennai,600094,5
2025-10-19,Tamil Nadu,Chennai,600041,4
2025-10-19,Tamil Nadu,Chennai,600032,3
2025-10-19,Tamil Nadu,Chennai,600081,3
2025-10-19,Tamil Nadu,Chennai,600097,1
2025-10-19,Tamil Nadu,Chennai,600112,1
2025-10-19,Tamil Nadu,Chennai,600004,3
2025-10-19,Tamil Nadu,Chennai,600006,1
2025-10-19,Tamil Nadu,Chennai,600119,3
2025-10-19,Tamil Nadu,Chennai,600013,1
2025-10-19,Tamil Nadu,Chennai,600012,5
2025-10-19,Tamil Nadu,Chennai,600042,5
2025-10-19,Tamil Nadu,Chennai,600035,1
2025-10-19,Tamil Nadu,Chennai,600113,1
2025-10-19,Tamil Nadu,Chennai,600029,2
2025-10-19,Tamil Nadu,Chennai,600015,1
2025-10-19,Tamil Nadu,Chennai,600005,2
2025-10-19,Tamil Nadu,Chennai,600011,2
2025-10-19,Tamil Nadu,Chennai,600084,1
2025-10-19,Tamil Nadu,Chennai,600092,2
2025-10-19,Tamil Nadu,Chennai,600100,4
2025-10-19,Tamil Nadu,Chennai,600102,1
2025-10-19,Tamil Nadu,Chennai,600021,4
2025-10-19,Tamil Nadu,Chennai,600023,3
2025-10-19,Tamil Nadu,Chennai,600033,2
2025-10-19,Tamil Nadu,Chennai,600049,1
2025-10-19,Tamil Nadu,Chennai,600083,1
2025-10-19,Tamil Nadu,Chennai,600091,2
2025-10-19,Tamil Nadu,Chennai,600002,2
2025-10-19,Tamil Nadu,Chennai,600014,2
2025-10-19,Tamil Nadu,Chennai,600024,2
2025-10-19,Tamil Nadu,Chennai,600034,1
2025-10-19,Tamil Nadu,Chennai,600020,1
2025-10-19,Tamil Nadu,Chennai,600017,4
2025-10-19,Tamil Nadu,Chennai,600030,1
2025-10-19,Tamil Nadu,Chennai,600129,1
2025-10-19,Tamil Nadu,Chennai,600018,1
2025-10-19,Tamil Nadu,Chennai,600095,1
2025-10-19,Tamil Nadu,Chennai,600039,2
2025-10-19,Tamil Nadu,Chennai,600118,4
2025-10-19,Tamil Nadu,Chennai,600082,2
2025-10-19,Tamil Nadu,Chennai,600078,3
2025-10-20,Tamil Nadu,Chennai,600086,1
2025-10-20,Tamil Nadu,Chennai,600118,1
2025-10-20,Tamil Nadu,Chennai,600100,1
2025-10-20,Tamil Nadu,Chennai,600078,3
2025-10-20,Tamil Nadu,Chennai,600039,1
2025-10-20,Tamil Nadu,Chennai,600021,2
2025-10-20,Tamil Nadu,Chennai,600014,2
2025-10-20,Tamil Nadu,Chennai,600084,1
2025-10-20,Tamil Nadu,Chennai,600012,1
2025-10-20,Tamil Nadu,Chennai,600004,1
2025-10-20,Tamil Nadu,Chennai,600015,3
2025-10-20,Tamil Nadu,Chennai,600087,1
2025-10-20,Tamil Nadu,Chennai,600094,1
2025-10-20,Tamil Nadu,Chennai,600080,1
2025-10-20,Tamil Nadu,Chennai,600106,2
2025-10-20,Tamil Nadu,Chennai,600008,1
2025-10-20,Tamil Nadu,Chennai,600099,1
2025-10-20,Tamil Nadu,Chennai,600108,1
2025-10-20,Tamil Nadu,Chennai,600029,2
2025-10-20,Tamil Nadu,Chennai,600040,1
2025-10-20,Tamil Nadu,Chennai,600002,1
2025-10-20,Tamil Nadu,Chennai,600028,3
2025-10-20,Tamil Nadu,Chennai,600081,2
2025-10-20,Tamil Nadu,Chennai,600085,1
2025-10-20,Tamil Nadu,Chennai,600001,1
2025-10-20,Tamil Nadu,Chennai,600049,1
2025-10-20,Tamil Nadu,Chennai,600042,4
2025-10-20,Tamil Nadu,Chennai,600112,2
2025-10-20,Tamil Nadu,Chennai,600011,1
2025-10-21,Tamil Nadu,Chennai,600002,1
2025-10-21,Tamil Nadu,Chennai,600106,2
2025-10-21,Tamil Nadu,Chennai,600097,1
2025-10-21,Tamil Nadu,Chennai,600018,1
2025-10-21,Tamil Nadu,Chennai,600024,1
2025-10-21,Tamil Nadu,Chennai,600030,1
2025-10-21,Tamil Nadu,Chennai,600042,1
2025-10-21,Tamil Nadu,Chennai,600092,1
2025-10-21,Tamil Nadu,Chennai,600091,2
2025-10-21,Tamil Nadu,Chennai,600041,1
2025-10-21,Tamil Nadu,Chennai,600012,1
2025-10-21,Tamil Nadu,Chennai,600015,2
2025-10-21,Tamil Nadu,Chennai,600083,1
2025-10-21,Tamil Nadu,Chennai,600023,1
2025-10-21,Tamil Nadu,Chennai,600039,1
2025-10-21,Tamil Nadu,Chennai,600061,1
2025-10-21,Tamil Nadu,Chennai,600082,1
2025-10-21,Tamil Nadu,Chennai,600100,1
2025-10-21,Tamil Nadu,Chennai,600021,1
2025-10-21,Tamil Nadu,Chennai,600129,1
2025-10-21,Tamil Nadu,Chennai,600107,1
2025-10-21,Tamil Nadu,Chennai,600013,1
2025-10-23,Tamil Nadu,Chennai,600005,1
2025-10-23,Tamil Nadu,Chennai,600042,1
2025-10-23,Tamil Nadu,Chennai,600082,1
2025-10-24,Tamil Nadu,Chennai,600007,1
2025-10-24,Tamil Nadu,Chennai,600049,2
2025-10-24,Tamil Nadu,Chennai,600082,1
2025-10-24,Tamil Nadu,Chennai,600092,2
2025-10-24,Tamil Nadu,Chennai,600117,1
2025-10-24,Tamil Nadu,Chennai,600119,1
2025-10-24,Tamil Nadu,Chennai,600129,1
2025-10-24,Tamil Nadu,Chennai,600107,1
2025-10-24,Tamil Nadu,Chennai,600094,1
2025-10-24,Tamil Nadu,Chennai,600088,1
2025-10-24,Tamil Nadu,Chennai,600086,1
2025-10-24,Tamil Nadu,Chennai,600078,5
2025-10-24,Tamil Nadu,Chennai,600023,2
2025-10-24,Tamil Nadu,Chennai,600010,2
2025-10-24,Tamil Nadu,Chennai,600087,1
2025-10-24,Tamil Nadu,Chennai,600085,3
2025-10-24,Tamil Nadu,Chennai,600040,2
2025-10-24,Tamil Nadu,Chennai,600018,1
2025-10-24,Tamil Nadu,Chennai,600001,2
2025-10-24,Tamil Nadu,Chennai,600011,3
2025-10-24,Tamil Nadu,Chennai,600005,4
2025-10-24,Tamil Nadu,Chennai,600004,2
2025-10-24,Tamil Nadu,Chennai,600020,2
2025-10-24,Tamil Nadu,Chennai,600002,2
2025-10-24,Tamil Nadu,Chennai,600012,4
2025-10-24,Tamil Nadu,Chennai,600041,4
2025-10-24,Tamil Nadu,Chennai,600030,1
2025-10-24,Tamil Nadu,Chennai,600125,1
2025-10-24,Tamil Nadu,Chennai,600028,1
2025-10-24,Tamil Nadu,Chennai,600042,4
2025-10-24,Tamil Nadu,Chennai,600033,1
2025-10-24,Tamil Nadu,Chennai,600026,1
2025-10-24,Tamil Nadu,Chennai,600017,1
2025-10-24,Tamil Nadu,Chennai,600093,1
2025-10-24,Tamil Nadu,Chennai,600099,1
2025-10-24,Tamil Nadu,Chennai,600116,1
2025-10-24,Tamil Nadu,Chennai,600081,3
2025-10-24,Tamil Nadu,Chennai,600015,2
2025-10-24,Tamil Nadu,Chennai,600021,2
2025-10-24,Tamil Nadu,Chennai,600091,4
2025-10-24,Tamil Nadu,Chennai,600096,3
2025-10-24,Tamil Nadu,Chennai,600013,2
2025-10-24,Tamil Nadu,Chennai,600014,3
2025-10-24,Tamil Nadu,Chennai,600102,1
2025-10-24,Tamil Nadu,Chennai,600118,4
2025-10-25,Tamil Nadu,Chennai,600011,2
2025-10-25,Tamil Nadu,Chennai,600002,3
2025-10-25,Tamil Nadu,Chennai,600001,2
2025-10-25,Tamil Nadu,Chennai,600118,3
2025-10-25,Tamil Nadu,Chennai,600084,1
2025-10-25,Tamil Nadu,Chennai,600082,2
2025-10-25,Tamil Nadu,Chennai,600021,5
2025-10-25,Tamil Nadu,Chennai,600113,1
2025-10-25,Tamil Nadu,Chennai,600028,2
2025-10-25,Tamil Nadu,Chennai,600090,1
2025-10-25,Tamil Nadu,Chennai,600033,1
2025-10-25,Tamil Nadu,Chennai,600041,2
2025-10-25,Tamil Nadu,Chennai,600042,4
2025-10-25,Tamil Nadu,Chennai,600081,2
2025-10-25,Tamil Nadu,Chennai,600119,1
2025-10-25,Tamil Nadu,Chennai,600102,1
2025-10-25,Tamil Nadu,Chennai,600083,2
2025-10-25,Tamil Nadu,Chennai,600034,2
2025-10-25,Tamil Nadu,Chennai,600015,1
2025-10-25,Tamil Nadu,Chennai,600013,2
2025-10-25,Tamil Nadu,Chennai,600012,7
2025-10-25,Tamil Nadu,Chennai,600004,3
2025-10-25,Tamil Nadu,Chennai,600024,1
2025-10-25,Tamil Nadu,Chennai,600029,1
2025-10-25,Tamil Nadu,Chennai,600094,3
2025-10-25,Tamil Nadu,Chennai,600003,1
2025-10-25,Tamil Nadu,Chennai,600097,2
2025-10-25,Tamil Nadu,Chennai,600008,1
2025-10-25,Tamil Nadu,Chennai,600016,1
2025-10-25,Tamil Nadu,Chennai,600023,2
2025-10-25,Tamil Nadu,Chennai,600026,2
2025-10-25,Tamil Nadu,Chennai,600078,2
2025-10-25,Tamil Nadu,Chennai,600005,2
2025-10-25,Tamil Nadu,Chennai,600092,1
2025-10-25,Tamil Nadu,Chennai,600100,1
2025-10-25,Tamil Nadu,Chennai,600040,1
2025-10-25,Tamil Nadu,Chennai,600032,1
2025-10-25,Tamil Nadu,Chennai,600030,4
2025-10-25,Tamil Nadu,Chennai,600007,2
2025-10-25,Tamil Nadu,Chennai,600014,4
2025-10-25,Tamil Nadu,Chennai,600018,1
2025-10-25,Tamil Nadu,Chennai,600020,1
2025-10-26,Tamil Nadu,Chennai,600084,1
2025-10-26,Tamil Nadu,Chennai,600008,1
2025-10-26,Tamil Nadu,Chennai,600024,2
2025-10-26,Tamil Nadu,Chennai,600081,6
2025-10-26,Tamil Nadu,Chennai,600089,1
2025-10-26,Tamil Nadu,Chennai,600001,1
2025-10-26,Tamil Nadu,Chennai,600011,3
2025-10-26,Tamil Nadu,Chennai,600004,2
2025-10-26,Tamil Nadu,Chennai,600032,2
2025-10-26,Tamil Nadu,Chennai,600041,1
2025-10-26,Tamil Nadu,Chennai,600090,2
2025-10-26,Tamil Nadu,Chennai,600092,1
2025-10-26,Tamil Nadu,Chennai,600093,1
2025-10-26,Tamil Nadu,Chennai,600017,1
2025-10-26,Tamil Nadu,Chennai,600018,1
2025-10-26,Tamil Nadu,Chennai,600082,1
2025-10-26,Tamil Nadu,Chennai,600003,1
2025-10-26,Tamil Nadu,Chennai,600112,1
2025-10-26,Tamil Nadu,Chennai,600125,1
2025-10-26,Tamil Nadu,Chennai,600005,3
2025-10-26,Tamil Nadu,Chennai,600031,1
2025-10-26,Tamil Nadu,Chennai,600028,1
2025-10-26,Tamil Nadu,Chennai,600014,1
2025-10-26,Tamil Nadu,Chennai,600013,1
2025-10-26,Tamil Nadu,Chennai,600040,2
2025-10-26,Tamil Nadu,Chennai,600026,1
2025-10-26,Tamil Nadu,Chennai,600029,1
2025-10-26,Tamil Nadu,Chennai,600033,1
2025-10-26,Tamil Nadu,Chennai,600030,2
2025-10-26,Tamil Nadu,Chennai,600061,1
2025-10-26,Tamil Nadu,Chennai,600078,1
2025-10-26,Tamil Nadu,Chennai,600106,1
2025-10-26,Tamil Nadu,Chennai,600118,1
2025-10-26,Tamil Nadu,Chennai,600042,4
2025-10-26,Tamil Nadu,Chennai,600002,2
2025-10-26,Tamil Nadu,Chennai,600083,1
2025-10-26,Tamil Nadu,Chennai,600034,2
2025-10-26,Tamil Nadu,Chennai,600039,2
2025-10-27,Tamil Nadu,Chennai,600001,3
2025-10-27,Tamil Nadu,Chennai,600107,1
2025-10-27,Tamil Nadu,Chennai,600097,3
2025-10-27,Tamil Nadu,Chennai,600082,3
2025-10-27,Tamil Nadu,Chennai,600050,1
2025-10-27,Tamil Nadu,Chennai,600039,2
