date,state,district,pincode,demo_age_5_17,demo_age_17_
16-12-2025,Tamil Nadu,Chennai,600078,1,41
16-12-2025,Tamil Nadu,Chennai,600079,0,1
16-12-2025,Tamil Nadu,Chennai,600089,1,3
16-12-2025,Tamil Nadu,Chennai,600091,1,21
16-12-2025,Tamil Nadu,Chennai,600092,2,21
16-12-2025,Tamil Nadu,Chennai,600094,3,27
16-12-2025,Tamil Nadu,Chennai,600099,0,30
16-12-2025,Tamil Nadu,Chennai,600107,0,22
16-12-2025,Tamil Nadu,Chennai,600118,8,61
16-12-2025,Tamil Nadu,Chennai,600126,0,2
17-12-2025,Tamil Nadu,Chennai,600021,7,67
17-12-2025,Tamil Nadu,Chennai,600030,4,17
17-12-2025,Tamil Nadu,Chennai,600034,0,10
17-12-2025,Tamil Nadu,Chennai,600037,1,5
17-12-2025,Tamil Nadu,Chennai,600041,1,33
17-12-2025,Tamil Nadu,Chennai,600051,1,3
17-12-2025,Tamil Nadu,Chennai,600083,6,24
17-12-2025,Tamil Nadu,Chennai,600087,0,8
17-12-2025,Tamil Nadu,Chennai,600091,1,10
17-12-2025,Tamil Nadu,Chennai,600092,2,21
17-12-2025,Tamil Nadu,Chennai,600093,1,7
17-12-2025,Tamil Nadu,Chennai,600114,0,2
17-12-2025,Tamil Nadu,Chennai,600116,0,11
08-12-2025,Tamil Nadu,Chennai,600006,0,10
08-12-2025,Tamil Nadu,Chennai,600013,0,25
08-12-2025,Tamil Nadu,Chennai,600019,0,20
08-12-2025,Tamil Nadu,Chennai,600020,2,19
08-12-2025,Tamil Nadu,Chennai,600031,0,10
08-12-2025,Tamil Nadu,Chennai,600039,9,58
08-12-2025,Tamil Nadu,Chennai,600041,5,42
08-12-2025,Tamil Nadu,Chennai,600042,1,30
08-12-2025,Tamil Nadu,Chennai,600058,0,3
08-12-2025,Tamil Nadu,Chennai,600077,2,4
08-12-2025,Tamil Nadu,Chennai,600087,0,5
08-12-2025,Tamil Nadu,Chennai,600102,0,7
09-12-2025,Tamil Nadu,Chennai,600010,0,24
09-12-2025,Tamil Nadu,Chennai,600011,2,39
09-12-2025,Tamil Nadu,Chennai,600018,1,10
09-12-2025,Tamil Nadu,Chennai,600061,1,13
09-12-2025,Tamil Nadu,Chennai,600068,0,7
09-12-2025,Tamil Nadu,Chennai,600077,0,3
09-12-2025,Tamil Nadu,Chennai,600080,0,3
09-12-2025,Tamil Nadu,Chennai,600104,0,1
09-12-2025,Tamil Nadu,Chennai,600114,0,2
09-12-2025,Tamil Nadu,Chennai,600119,1,17
11-12-2025,Tamil Nadu,Chennai,600004,7,29
11-12-2025,Tamil Nadu,Chennai,600009,0,1
11-12-2025,Tamil Nadu,Chennai,600012,9,81
11-12-2025,Tamil Nadu,Chennai,600017,1,25
11-12-2025,Tamil Nadu,Chennai,600029,1,12
11-12-2025,Tamil Nadu,Chennai,600050,0,8
11-12-2025,Tamil Nadu,Chennai,600066,0,8
11-12-2025,Tamil Nadu,Chennai,600068,0,5
11-12-2025,Tamil Nadu,Chennai,600085,1,7
11-12-2025,Tamil Nadu,Chennai,600088,0,9
11-12-2025,Tamil Nadu,Chennai,600092,6,31
11-12-2025,Tamil Nadu,Chennai,600097,0,10
11-12-2025,Tamil Nadu,Chennai,600115,1,8
11-12-2025,Tamil Nadu,Chennai,600117,0,2
10-12-2025,Tamil Nadu,Chennai,600002,1,32
10-12-2025,Tamil Nadu,Chennai,600005,3,29
10-12-2025,Tamil Nadu,Chennai,600006,0,9
10-12-2025,Tamil Nadu,Chennai,600007,1,13
10-12-2025,Tamil Nadu,Chennai,600008,0,4
10-12-2025,Tamil Nadu,Chennai,600011,2,31
10-12-2025,Tamil Nadu,Chennai,600012,0,73
10-12-2025,Tamil Nadu,Chennai,600015,1,33
10-12-2025,Tamil Nadu,Chennai,600018,2,17
10-12-2025,Tamil Nadu,Chennai,600029,0,21
10-12-2025,Tamil Nadu,Chennai,600041,2,35
10-12-2025,Tamil Nadu,Chennai,600057,0,7
10-12-2025,Tamil Nadu,Chennai,600058,0,2
10-12-2025,Tamil Nadu,Chennai,600060,1,5
10-12-2025,Tamil Nadu,Chennai,600081,5,54
10-12-2025,Tamil Nadu,Chennai,600090,1,1
10-12-2025,Tamil Nadu,Chennai,600104,0,1
10-12-2025,Tamil Nadu,Chennai,600107,1,17
10-12-2025,Tamil Nadu,Chennai,600114,0,2
10-12-2025,Tamil Nadu,Chennai,600117,0,3
10-12-2025,Tamil Nadu,Chennai,600119,1,23
12-12-2025,Tamil Nadu,Chennai,600002,2,29
12-12-2025,Tamil Nadu,Chennai,600020,0,14
12-12-2025,Tamil Nadu,Chennai,600024,3,28
12-12-2025,Tamil Nadu,Chennai,600032,1,8
12-12-2025,Tamil Nadu,Chennai,600040,3,37
12-12-2025,Tamil Nadu,Chennai,600041,2,37
12-12-2025,Tamil Nadu,Chennai,600057,1,1
12-12-2025,Tamil Nadu,Chennai,600090,0,6
12-12-2025,Tamil Nadu,Chennai,600091,1,14
12-12-2025,Tamil Nadu,Chennai,600093,0,28
12-12-2025,Tamil Nadu,Chennai,600096,0,15
12-12-2025,Tamil Nadu,Chennai,600103,0,7
12-12-2025,Tamil Nadu,Chennai,600112,0,11
12-12-2025,Tamil Nadu,Chennai,600114,0,3
12-12-2025,Tamil Nadu,Chennai,600118,1,52
12-12-2025,Tamil Nadu,Chennai,600119,1,23
03-12-2025,Tamil Nadu,Chennai,600007,0,7
03-12-2025,Tamil Nadu,Chennai,600008,1,2
03-12-2025,Tamil Nadu,Chennai,600010,4,8
03-12-2025,Tamil Nadu,Chennai,600019,0,15
03-12-2025,Tamil Nadu,Chennai,600021,5,56
03-12-2025,Tamil Nadu,Chennai,600024,2,17
03-12-2025,Tamil Nadu,Chennai,600030,1,8
03-12-2025,Tamil Nadu,Chennai,600031,3,5
03-12-2025,Tamil Nadu,Chennai,600033,4,25
03-12-2025,Tamil Nadu,Chennai,600035,0,3
03-12-2025,Tamil Nadu,Chennai,600061,2,8
03-12-2025,Tamil Nadu,Chennai,600082,4,27
03-12-2025,Tamil Nadu,Chennai,600088,0,5
03-12-2025,Tamil Nadu,Chennai,600090,2,5
03-12-2025,Tamil Nadu,Chennai,600092,5,26
03-12-2025,Tamil Nadu,Chennai,600119,5,23
03-12-2025,Tamil Nadu,Chennai,600125,2,5
04-12-2025,Tamil Nadu,Chennai,600001,5,37
04-12-2025,Tamil Nadu,Chennai,600004,2,29
04-12-2025,Tamil Nadu,Chennai,600017,2,18
04-12-2025,Tamil Nadu,Chennai,600019,2,9
04-12-2025,Tamil Nadu,Chennai,600023,1,27
04-12-2025,Tamil Nadu,Chennai,600029,2,13
04-12-2025,Tamil Nadu,Chennai,600030,1,7
04-12-2025,Tamil Nadu,Chennai,600032,0,11
04-12-2025,Tamil Nadu,Chennai,600040,3,25
04-12-2025,Tamil Nadu,Chennai,600041,5,30
04-12-2025,Tamil Nadu,Chennai,600050,0,2
04-12-2025,Tamil Nadu,Chennai,600053,0,2
04-12-2025,Tamil Nadu,Chennai,600058,0,1
04-12-2025,Tamil Nadu,Chennai,600081,11,36
04-12-2025,Tamil Nadu,Chennai,600094,2,29
04-12-2025,Tamil Nadu,Chennai,600096,2,14
04-12-2025,Tamil Nadu,Chennai,600106,3,14
04-12-2025,Tamil Nadu,Chennai,600116,2,10
04-12-2025,Tamil Nadu,Chennai,600126,0,2
05-12-2025,Tamil Nadu,Chennai,600006,0,6
05-12-2025,Tamil Nadu,Chennai,600017,0,15
05-12-2025,Tamil Nadu,Chennai,600032,1,10
05-12-2025,Tamil Nadu,Chennai,600033,1,16
05-12-2025,Tamil Nadu,Chennai,600040,1,21
05-12-2025,Tamil Nadu,Chennai,600053,0,5
05-12-2025,Tamil Nadu,Chennai,600058,3,1
05-12-2025,Tamil Nadu,Chennai,600068,0,4
05-12-2025,Tamil Nadu,Chennai,600077,0,1
05-12-2025,Tamil Nadu,Chennai,600089,0,3
05-12-2025,Tamil Nadu,Chennai,600099,1,28
05-12-2025,Tamil Nadu,Chennai,600115,2,14
05-12-2025,Tamil Nadu,Chennai,600125,0,5
06-12-2025,Tamil Nadu,Chennai,600002,2,29
06-12-2025,Tamil Nadu,Chennai,600005,8,36
06-12-2025,Tamil Nadu,Chennai,600006,2,4
06-12-2025,Tamil Nadu,Chennai,600016,0,1
06-12-2025,Tamil Nadu,Chennai,600018,4,15
06-12-2025,Tamil Nadu,Chennai,600029,1,8
06-12-2025,Tamil Nadu,Chennai,600042,5,43
06-12-2025,Tamil Nadu,Chennai,600057,0,2
06-12-2025,Tamil Nadu,Chennai,600078,4,37
06-12-2025,Tamil Nadu,Chennai,600085,0,5
06-12-2025,Tamil Nadu,Chennai,600095,0,6
06-12-2025,Tamil Nadu,Chennai,600115,0,8
06-12-2025,Tamil Nadu,Chennai,600118,6,44
07-12-2025,Tamil Nadu,Chennai,600001,0,11
07-12-2025,Tamil Nadu,Chennai,600002,0,7
07-12-2025,Tamil Nadu,Chennai,600006,0,1
07-12-2025,Tamil Nadu,Chennai,600019,0,8
07-12-2025,Tamil Nadu,Chennai,600023,0,10
07-12-2025,Tamil Nadu,Chennai,600030,0,4
07-12-2025,Tamil Nadu,Chennai,600036,0,1
07-12-2025,Tamil Nadu,Chennai,600085,0,4
07-12-2025,Tamil Nadu,Chennai,600091,1,6
07-12-2025,Tamil Nadu,Chennai,600092,0,11
07-12-2025,Tamil Nadu,Chennai,600093,0,9
07-12-2025,Tamil Nadu,Chennai,600094,0,10
07-12-2025,Tamil Nadu,Chennai,600106,0,13
07-12-2025,Tamil Nadu,Chennai,600113,0,6
18-11-2025,Tamil Nadu,Chennai,600003,0,8
18-11-2025,Tamil Nadu,Chennai,600012,10,59
18-11-2025,Tamil Nadu,Chennai,600018,1,11
18-11-2025,Tamil Nadu,Chennai,600026,2,20
18-11-2025,Tamil Nadu,Chennai,600029,1,8
18-11-2025,Tamil Nadu,Chennai,600035,1,5
18-11-2025,Tamil Nadu,Chennai,600037,0,13
18-11-2025,Tamil Nadu,Chennai,600049,1,19
18-11-2025,Tamil Nadu,Chennai,600050,1,5
18-11-2025,Tamil Nadu,Chennai,600057,1,5
18-11-2025,Tamil Nadu,Chennai,600085,3,10
18-11-2025,Tamil Nadu,Chennai,600086,0,5
18-11-2025,Tamil Nadu,Chennai,600088,1,19
18-11-2025,Tamil Nadu,Chennai,600097,1,18
18-11-2025,Tamil Nadu,Chennai,600102,0,7
18-11-2025,Tamil Nadu,Chennai,600118,2,60
18-11-2025,Tamil Nadu,Chennai,600125,3,8
19-11-2025,Tamil Nadu,Chennai,600003,0,6
19-11-2025,Tamil Nadu,Chennai,600005,3,45
19-11-2025,Tamil Nadu,Chennai,600008,0,5
19-11-2025,Tamil Nadu,Chennai,600032,0,21
19-11-2025,Tamil Nadu,Chennai,600034,0,13
19-11-2025,Tamil Nadu,Chennai,600037,0,11
19-11-2025,Tamil Nadu,Chennai,600042,6,49
19-11-2025,Tamil Nadu,Chennai,600049,5,42
19-11-2025,Tamil Nadu,Chennai,600060,0,6
19-11-2025,Tamil Nadu,Chennai,600061,0,10
19-11-2025,Tamil Nadu,Chennai,600085,0,15
19-11-2025,Tamil Nadu,Chennai,600086,1,0
19-11-2025,Tamil Nadu,Chennai,600099,2,34
19-11-2025,Tamil Nadu,Chennai,600115,0,16
21-11-2025,Tamil Nadu,Chennai,600006,0,7
21-11-2025,Tamil Nadu,Chennai,600025,0,1
21-11-2025,Tamil Nadu,Chennai,600029,3,9
21-11-2025,Tamil Nadu,Chennai,600035,0,4
21-11-2025,Tamil Nadu,Chennai,600036,1,0
21-11-2025,Tamil Nadu,Chennai,600037,1,7
21-11-2025,Tamil Nadu,Chennai,600049,3,25
21-11-2025,Tamil Nadu,Chennai,600061,0,10
21-11-2025,Tamil Nadu,Chennai,600066,1,4
21-11-2025,Tamil Nadu,Chennai,600082,4,39
21-11-2025,Tamil Nadu,Chennai,600087,0,5
21-11-2025,Tamil Nadu,Chennai,600089,0,13
21-11-2025,Tamil Nadu,Chennai,600091,2,31
21-11-2025,Tamil Nadu,Chennai,600097,3,16
21-11-2025,Tamil Nadu,Chennai,600107,0,17
03-11-2025,Tamil Nadu,Chennai,600001,7,35
03-11-2025,Tamil Nadu,Chennai,600002,2,30
03-11-2025,Tamil Nadu,Chennai,600005,7,23
03-11-2025,Tamil Nadu,Chennai,600009,0,1
03-11-2025,Tamil Nadu,Chennai,600013,4,20
03-11-2025,Tamil Nadu,Chennai,600021,8,41
03-11-2025,Tamil Nadu,Chennai,600026,2,6
03-11-2025,Tamil Nadu,Chennai,600029,1,10
03-11-2025,Tamil Nadu,Chennai,600035,1,3
03-11-2025,Tamil Nadu,Chennai,600039,11,45
03-11-2025,Tamil Nadu,Chennai,600042,3,25
03-11-2025,Tamil Nadu,Chennai,600050,0,4
03-11-2025,Tamil Nadu,Chennai,600051,0,1
03-11-2025,Tamil Nadu,Chennai,600061,0,5
03-11-2025,Tamil Nadu,Chennai,600083,0,13
03-11-2025,Tamil Nadu,Chennai,600092,4,16
03-11-2025,Tamil Nadu,Chennai,600093,1,11
03-11-2025,Tamil Nadu,Chennai,600099,2,18
03-11-2025,Tamil Nadu,Chennai,600102,0,3
03-11-2025,Tamil Nadu,Chennai,600106,2,13
03-11-2025,Tamil Nadu,Chennai,600112,2,10
03-11-2025,Tamil Nadu,Chennai,600116,2,12
03-11-2025,Tamil Nadu,Chennai,600119,1,13
03-11-2025,Tamil Nadu,Chennai,600126,2,0
31-10-2025,Tamil Nadu,Chennai,600003,3,7
31-10-2025,Tamil Nadu,Chennai,600014,3,13
31-10-2025,Tamil Nadu,Chennai,600030,0,9
31-10-2025,Tamil Nadu,Chennai,600061,2,7
31-10-2025,Tamil Nadu,Chennai,600081,3,43
31-10-2025,Tamil Nadu,Chennai,600082,3,17
31-10-2025,Tamil Nadu,Chennai,600084,0,4
31-10-2025,Tamil Nadu,Chennai,600088,2,5
31-10-2025,Tamil Nadu,Chennai,600113,6,7
22-11-2025,Tamil Nadu,Chennai,600004,8,19
22-11-2025,Tamil Nadu,Chennai,600008,1,5
22-11-2025,Tamil Nadu,Chennai,600010,5,14
22-11-2025,Tamil Nadu,Chennai,600011,8,36
22-11-2025,Tamil Nadu,Chennai,600017,5,17
22-11-2025,Tamil Nadu,Chennai,600018,3,4
22-11-2025,Tamil Nadu,Chennai,600021,9,55
22-11-2025,Tamil Nadu,Chennai,600024,8,19
22-11-2025,Tamil Nadu,Chennai,600033,3,23
22-11-2025,Tamil Nadu,Chennai,600042,6,29
22-11-2025,Tamil Nadu,Chennai,600049,5,17
22-11-2025,Tamil Nadu,Chennai,600078,3,28
22-11-2025,Tamil Nadu,Chennai,600087,0,11
22-11-2025,Tamil Nadu,Chennai,600090,1,4
22-11-2025,Tamil Nadu,Chennai,600092,4,36
22-11-2025,Tamil Nadu,Chennai,600102,1,2
22-11-2025,Tamil Nadu,Chennai,600117,0,2
22-11-2025,Tamil Nadu,Chennai,600119,2,16
23-11-2025,Tamil Nadu,Chennai,600004,1,6
23-11-2025,Tamil Nadu,Chennai,600038,0,2
23-11-2025,Tamil Nadu,Chennai,600040,0,14
23-11-2025,Tamil Nadu,Chennai,600053,0,1
23-11-2025,Tamil Nadu,Chennai,600061,0,3
23-11-2025,Tamil Nadu,Chennai,600078,4,11
23-11-2025,Tamil Nadu,Chennai,600081,1,3
23-11-2025,Tamil Nadu,Chennai,600090,0,1
23-11-2025,Tamil Nadu,Chennai,600106,1,6
23-11-2025,Tamil Nadu,Chennai,600117,0,1
23-11-2025,Tamil Nadu,Chennai,600126,0,3
17-11-2025,Tamil Nadu,Chennai,600004,2,37
17-11-2025,Tamil Nadu,Chennai,600008,2,4
17-11-2025,Tamil Nadu,Chennai,600010,4,23
17-11-2025,Tamil Nadu,Chennai,600016,1,4
17-11-2025,Tamil Nadu,Chennai,600029,3,10
17-11-2025,Tamil Nadu,Chennai,600032,2,14
17-11-2025,Tamil Nadu,Chennai,600039,4,69
17-11-2025,Tamil Nadu,Chennai,600051,0,2
17-11-2025,Tamil Nadu,Chennai,600081,2,36
17-11-2025,Tamil Nadu,Chennai,600088,1,17
17-11-2025,Tamil Nadu,Chennai,600092,7,16
17-11-2025,Tamil Nadu,Chennai,600103,1,2
17-11-2025,Tamil Nadu,Chennai,600115,1,14
17-11-2025,Tamil Nadu,Chennai,600116,3,19
17-11-2025,Tamil Nadu,Chennai,600129,2,9
15-11-2025,Tamil Nadu,Chennai,600005,15,32
15-11-2025,Tamil Nadu,Chennai,600009,0,2
15-11-2025,Tamil Nadu,Chennai,600015,8,31
15-11-2025,Tamil Nadu,Chennai,600017,12,19
15-11-2025,Tamil Nadu,Chennai,600032,3,12
15-11-2025,Tamil Nadu,Chennai,600040,8,37
15-11-2025,Tamil Nadu,Chennai,600051,1,1
15-11-2025,Tamil Nadu,Chennai,600061,0,10
15-11-2025,Tamil Nadu,Chennai,600081,6,43
15-11-2025,Tamil Nadu,Chennai,600089,1,12
15-11-2025,Tamil Nadu,Chennai,600097,1,11
15-11-2025,Tamil Nadu,Chennai,600106,6,18
15-11-2025,Tamil Nadu,Chennai,600107,3,10
15-11-2025,Tamil Nadu,Chennai,600113,1,12
15-11-2025,Tamil Nadu,Chennai,600119,3,15
15-11-2025,Tamil Nadu,Chennai,600126,0,3
20-11-2025,Tamil Nadu,Chennai,600012,5,76
20-11-2025,Tamil Nadu,Chennai,600013,0,25
20-11-2025,Tamil Nadu,Chennai,600020,2,19
20-11-2025,Tamil Nadu,Chennai,600021,7,78
20-11-2025,Tamil Nadu,Chennai,600029,1,12
20-11-2025,Tamil Nadu,Chennai,600030,0,8
20-11-2025,Tamil Nadu,Chennai,600031,0,9
20-11-2025,Tamil Nadu,Chennai,600033,1,23
20-11-2025,Tamil Nadu,Chennai,600034,0,13
20-11-2025,Tamil Nadu,Chennai,600058,0,2
20-11-2025,Tamil Nadu,Chennai,600078,3,34
20-11-2025,Tamil Nadu,Chennai,600082,1,41
20-11-2025,Tamil Nadu,Chennai,600085,1,9
20-11-2025,Tamil Nadu,Chennai,600095,3,13
20-11-2025,Tamil Nadu,Chennai,600107,1,25
20-11-2025,Tamil Nadu,Chennai,600126,0,3
01-11-2025,Tamil Nadu,Chennai,600005,7,17
01-11-2025,Tamil Nadu,Chennai,600012,6,33
01-11-2025,Tamil Nadu,Chennai,600017,2,10
01-11-2025,Tamil Nadu,Chennai,600018,7,8
01-11-2025,Tamil Nadu,Chennai,600026,2,13
01-11-2025,Tamil Nadu,Chennai,600028,3,17
01-11-2025,Tamil Nadu,Chennai,600038,0,1
01-11-2025,Tamil Nadu,Chennai,600050,0,7
01-11-2025,Tamil Nadu,Chennai,600066,0,1
01-11-2025,Tamil Nadu,Chennai,600083,5,19
01-11-2025,Tamil Nadu,Chennai,600086,2,0
01-11-2025,Tamil Nadu,Chennai,600087,0,7
01-11-2025,Tamil Nadu,Chennai,600090,1,2
01-11-2025,Tamil Nadu,Chennai,600093,3,9
01-11-2025,Tamil Nadu,Chennai,600094,4,14
01-11-2025,Tamil Nadu,Chennai,600100,2,3
01-11-2025,Tamil Nadu,Chennai,600118,4,30
01-11-2025,Tamil Nadu,Chennai,600125,1,6
01-11-2025,Tamil Nadu,Chennai,600129,4,9
02-11-2025,Tamil Nadu,Chennai,600013,0,3
02-11-2025,Tamil Nadu,Chennai,600015,0,3
02-11-2025,Tamil Nadu,Chennai,600020,4,6
02-11-2025,Tamil Nadu,Chennai,600078,2,4
02-11-2025,Tamil Nadu,Chennai,600088,2,5
02-11-2025,Tamil Nadu,Chennai,600089,0,2
02-11-2025,Tamil Nadu,Chennai,600091,0,5
02-11-2025,Tamil Nadu,Chennai,600093,0,1
02-11-2025,Tamil Nadu,Chennai,600095,1,8
30-10-2025,Tamil Nadu,Chennai,600005,6,27
30-10-2025,Tamil Nadu,Chennai,600011,6,17
30-10-2025,Tamil Nadu,Chennai,600017,9,12
30-10-2025,Tamil Nadu,Chennai,600021,5,53
30-10-2025,Tamil Nadu,Chennai,600023,1,16
30-10-2025,Tamil Nadu,Chennai,600028,3,16
30-10-2025,Tamil Nadu,Chennai,600033,3,18
30-10-2025,Tamil Nadu,Chennai,600038,2,4
30-10-2025,Tamil Nadu,Chennai,600053,0,1
30-10-2025,Tamil Nadu,Chennai,600077,0,3
30-10-2025,Tamil Nadu,Chennai,600090,0,1
30-10-2025,Tamil Nadu,Chennai,600097,2,12
30-10-2025,Tamil Nadu,Chennai,600107,1,11
29-10-2025,Tamil Nadu,Chennai,600011,3,37
29-10-2025,Tamil Nadu,Chennai,600020,2,10
29-10-2025,Tamil Nadu,Chennai,600023,2,27
29-10-2025,Tamil Nadu,Chennai,600031,0,5
29-10-2025,Tamil Nadu,Chennai,600040,1,20
29-10-2025,Tamil Nadu,Chennai,600084,0,2
29-10-2025,Tamil Nadu,Chennai,600090,0,1
29-10-2025,Tamil Nadu,Chennai,600107,1,14
29-10-2025,Tamil Nadu,Chennai,600114,0,2
29-10-2025,Tamil Nadu,Chennai,600115,0,7
29-10-2025,Tamil Nadu,Chennai,600116,1,9
25-11-2025,Tamil Nadu,Chennai,600011,4,46
25-11-2025,Tamil Nadu,Chennai,600014,4,25
25-11-2025,Tamil Nadu,Chennai,600019,3,39
25-11-2025,Tamil Nadu,Chennai,600032,0,6
25-11-2025,Tamil Nadu,Chennai,600040,3,26
25-11-2025,Tamil Nadu,Chennai,600042,6,37
25-11-2025,Tamil Nadu,Chennai,600051,0,1
25-11-2025,Tamil Nadu,Chennai,600061,1,12
25-11-2025,Tamil Nadu,Chennai,600082,4,34
25-11-2025,Tamil Nadu,Chennai,600086,0,1
25-11-2025,Tamil Nadu,Chennai,600088,1,3
25-11-2025,Tamil Nadu,Chennai,600092,5,13
25-11-2025,Tamil Nadu,Chennai,600106,0,21
25-11-2025,Tamil Nadu,Chennai,600108,0,1
25-11-2025,Tamil Nadu,Chennai,600114,0,3
25-11-2025,Tamil Nadu,Chennai,600119,4,29
26-11-2025,Tamil Nadu,Chennai,600002,1,31
26-11-2025,Tamil Nadu,Chennai,600004,4,27
26-11-2025,Tamil Nadu,Chennai,600005,9,37
26-11-2025,Tamil Nadu,Chennai,600012,4,64
26-11-2025,Tamil Nadu,Chennai,600014,2,28
26-11-2025,Tamil Nadu,Chennai,600030,3,10
26-11-2025,Tamil Nadu,Chennai,600034,2,13
26-11-2025,Tamil Nadu,Chennai,600037,0,3
26-11-2025,Tamil Nadu,Chennai,600060,0,4
26-11-2025,Tamil Nadu,Chennai,600066,0,2
26-11-2025,Tamil Nadu,Chennai,600068,3,6
26-11-2025,Tamil Nadu,Chennai,600082,0,18
26-11-2025,Tamil Nadu,Chennai,600083,2,17
26-11-2025,Tamil Nadu,Chennai,600092,4,25
26-11-2025,Tamil Nadu,Chennai,600093,0,13
26-11-2025,Tamil Nadu,Chennai,600094,2,19
26-11-2025,Tamil Nadu,Chennai,600108,0,2
26-11-2025,Tamil Nadu,Chennai,600118,8,64
26-11-2025,Tamil Nadu,Chennai,600125,4,13
24-11-2025,Tamil Nadu,Chennai,600004,4,25
24-11-2025,Tamil Nadu,Chennai,600017,2,34
24-11-2025,Tamil Nadu,Chennai,600032,1,10
24-11-2025,Tamil Nadu,Chennai,600034,1,5
24-11-2025,Tamil Nadu,Chennai,600050,1,9
24-11-2025,Tamil Nadu,Chennai,600057,0,3
24-11-2025,Tamil Nadu,Chennai,600081,6,54
24-11-2025,Tamil Nadu,Chennai,600085,1,19
24-11-2025,Tamil Nadu,Chennai,600129,0,13
01-12-2025,Tamil Nadu,Chennai,600002,0,20
01-12-2025,Tamil Nadu,Chennai,600005,1,17
01-12-2025,Tamil Nadu,Chennai,600018,1,7
01-12-2025,Tamil Nadu,Chennai,600019,3,12
01-12-2025,Tamil Nadu,Chennai,600023,0,24
01-12-2025,Tamil Nadu,Chennai,600024,3,13
01-12-2025,Tamil Nadu,Chennai,600026,1,11
01-12-2025,Tamil Nadu,Chennai,600033,3,19
01-12-2025,Tamil Nadu,Chennai,600034,1,5
01-12-2025,Tamil Nadu,Chennai,600035,0,2
01-12-2025,Tamil Nadu,Chennai,600036,0,1
01-12-2025,Tamil Nadu,Chennai,600049,3,11
01-12-2025,Tamil Nadu,Chennai,600057,0,2
01-12-2025,Tamil Nadu,Chennai,600058,0,2
01-12-2025,Tamil Nadu,Chennai,600077,1,3
01-12-2025,Tamil Nadu,Chennai,600083,2,11
01-12-2025,Tamil Nadu,Chennai,600085,2,8
01-12-2025,Tamil Nadu,Chennai,600087,1,6
01-12-2025,Tamil Nadu,Chennai,600097,3,16
01-12-2025,Tamil Nadu,Chennai,600100,2,7
01-12-2025,Tamil Nadu,Chennai,600117,0,3
01-12-2025,Tamil Nadu,Chennai,600118,4,22
01-12-2025,Tamil Nadu,Chennai,600125,0,4
02-12-2025,Tamil Nadu,Chennai,600001,3,37
02-12-2025,Tamil Nadu,Chennai,600006,0,7
02-12-2025,Tamil Nadu,Chennai,600008,1,0
02-12-2025,Tamil Nadu,Chennai,600016,1,0
02-12-2025,Tamil Nadu,Chennai,600021,5,36
02-12-2025,Tamil Nadu,Chennai,600022,0,1
02-12-2025,Tamil Nadu,Chennai,600023,5,18
02-12-2025,Tamil Nadu,Chennai,600024,1,16
02-12-2025,Tamil Nadu,Chennai,600029,2,11
02-12-2025,Tamil Nadu,Chennai,600030,3,5
02-12-2025,Tamil Nadu,Chennai,600035,0,3
02-12-2025,Tamil Nadu,Chennai,600039,3,35
02-12-2025,Tamil Nadu,Chennai,600042,6,17
02-12-2025,Tamil Nadu,Chennai,600053,2,1
02-12-2025,Tamil Nadu,Chennai,600058,0,5
02-12-2025,Tamil Nadu,Chennai,600061,0,8
02-12-2025,Tamil Nadu,Chennai,600066,0,3
02-12-2025,Tamil Nadu,Chennai,600084,0,6
02-12-2025,Tamil Nadu,Chennai,600088,2,8
02-12-2025,Tamil Nadu,Chennai,600090,0,5
02-12-2025,Tamil Nadu,Chennai,600092,2,31
02-12-2025,Tamil Nadu,Chennai,600096,1,10
02-12-2025,Tamil Nadu,Chennai,600099,1,20
02-12-2025,Tamil Nadu,Chennai,600113,2,4
02-12-2025,Tamil Nadu,Chennai,600116,4,12
27-11-2025,Tamil Nadu,Chennai,600011,8,36
27-11-2025,Tamil Nadu,Chennai,600015,3,29
27-11-2025,Tamil Nadu,Chennai,600018,2,14
27-11-2025,Tamil Nadu,Chennai,600026,2,14
27-11-2025,Tamil Nadu,Chennai,600040,2,31
27-11-2025,Tamil Nadu,Chennai,600041,2,39
27-11-2025,Tamil Nadu,Chennai,600042,10,43
27-11-2025,Tamil Nadu,Chennai,600049,4,38
27-11-2025,Tamil Nadu,Chennai,600066,1,1
27-11-2025,Tamil Nadu,Chennai,600085,0,17
27-11-2025,Tamil Nadu,Chennai,600091,1,30
27-11-2025,Tamil Nadu,Chennai,600100,3,7
27-11-2025,Tamil Nadu,Chennai,600101,0,3
27-11-2025,Tamil Nadu,Chennai,600106,5,25
27-11-2025,Tamil Nadu,Chennai,600113,2,12
27-11-2025,Tamil Nadu,Chennai,600126,0,3
28-11-2025,Tamil Nadu,Chennai,600003,1,13
28-11-2025,Tamil Nadu,Chennai,600004,3,26
28-11-2025,Tamil Nadu,Chennai,600009,0,1
28-11-2025,Tamil Nadu,Chennai,600011,1,50
28-11-2025,Tamil Nadu,Chennai,600012,3,77
28-11-2025,Tamil Nadu,Chennai,600017,2,18
28-11-2025,Tamil Nadu,Chennai,600026,1,17
28-11-2025,Tamil Nadu,Chennai,600028,4,42
28-11-2025,Tamil Nadu,Chennai,600031,0,10
28-11-2025,Tamil Nadu,Chennai,600035,0,7
28-11-2025,Tamil Nadu,Chennai,600057,1,13
28-11-2025,Tamil Nadu,Chennai,600060,0,4
